methodID,pairName,date,premium,HighBond,LowBond,meanLine,asiaPos,usPos,asiaOP,asiaCL,usOP,usCL,exOP,exCL,operation
signal2-model2,INFO-INFY,2020-11-16,0.00521328056288484,0.0168892130115072,-0.0264085363133186,-0.00475966165090568,0,0,1133.45,1137,15.46,15.29,74.6,74.75,
signal2-model2,INFO-INFY,2020-11-17,0.00734780519764167,0.0178872064049515,-0.0261629846203157,-0.00413788910768209,0,0,1123.7,1144.75,15.28,15.16,74.69,74.59,
signal2-model2,INFO-INFY,2020-11-18,0.0108620017714791,0.0193496977276467,-0.0257040393385425,-0.00317717080544789,0,0,1110.55,1129,14.99,15.16,74.43,74.69,
signal2-model2,INFO-INFY,2020-11-19,0.0142779090909093,0.0211626577117499,-0.0249960670522982,-0.00191670467027415,0,0,1096.75,1100,14.83,14.93,74.31,74.43,
signal2-model2,INFO-INFY,2020-11-20,-0.00315033921302577,0.0210028747489018,-0.0251438253931847,-0.00207047532214145,0,0,1103.35,1105.5,14.91,14.98,74.32,74.31,
signal2-model2,INFO-INFY,2020-11-23,0.00281556561085949,0.020961792724708,-0.0251564232039799,-0.00209731523963594,0,0,1139.85,1105,15.38,15.3,74.46,74.32,
signal2-model2,INFO-INFY,2020-11-24,0.00117884615384622,0.0210652918687934,-0.0250939076513799,-0.00201430789129322,0,0,1140.05,1144,15.53,15.52,74.18,74.47,
signal2-model2,INFO-INFY,2020-11-25,0.011427041264267,0.0201949179781662,-0.0248583296343259,-0.00233170582807987,0,0,1115.65,1139,15.1,15.16,74.03,74.18,
signal2-model2,INFO-INFY,2020-11-26,-0.000131484794275383,0.019307752112861,-0.0249644103431474,-0.0028283291151432,0,0,1113.2,1118,15.1,15.16,74.06,74.03,
signal2-model2,INFO-INFY,2020-11-27,0.00296502242152474,0.0197865178545219,-0.0246128794501324,-0.00241318079780528,0,0,1100,1115,14.92,15,74.18,74.06,
signal2-model2,INFO-INFY,2020-11-30,-0.0065822421524665,0.0193019638693935,-0.025038324328138,-0.00286818022937226,0,0,1100,1115,15.22,14.91,74.26,74.24,
signal2-model2,INFO-INFY,2020-12-01,0.0223302428655421,0.0222982940273235,-0.0246254463555027,-0.00116357616408959,0,0,1137.85,1105.55,15.38,15.49,73.67,74.26,超上限\收盘平
signal2-model2,INFO-INFY,2020-12-02,-0.0015873127753302,0.0220786566612394,-0.0247850458849291,-0.00135319461184486,0,0,1140.9,1135,15.41,15.53,73.9,73.68,
signal2-model2,INFO-INFY,2020-12-03,0.00725190164514444,0.0227477508134247,-0.0229476549085712,-9.99520475732485e-05,0,0,1126.45,1130.6,15.24,15.3,74.06,73.9,
signal2-model2,INFO-INFY,2020-12-04,0.00251047957371209,0.0226101853539657,-0.0230095378816327,-0.000199676263833493,0,0,1134.65,1126,15.75,15.42,74.02,74.07,
signal2-model2,INFO-INFY,2020-12-07,0.0189313811188812,0.0245853387855411,-0.02174899320132,0.00141817279211056,0,0,1143.5,1144,15.62,15.64,74.04,74.01,
signal2-model2,INFO-INFY,2020-12-08,0.0105774204823488,0.0174628498514367,-0.00821639191871396,0.00462322896636135,0,0,1153.35,1144.4,16.01,15.7,73.92,74.04,
signal2-model2,INFO-INFY,2020-12-09,0.0134663755832372,0.017420666268,-0.00548239773505921,0.00596913426647039,0,0,1175.2,1168.05,15.53,16.06,73.96,73.94,
signal2-model2,INFO-INFY,2020-12-10,-0.00747010540867477,0.0177426840682194,-0.00640680237257378,0.00566794084782283,-1157.4,15.66,1167.75,1157.4,15.5,15.66,73.94,73.97,跌下限\收盘加仓美股
signal2-model2,INFO-INFY,2020-12-11,-0.0187756849315069,0.0192250862648206,-0.00987927585812074,0.00467290520334993,-1157.4,15.66,1163.2,1168,15.74,15.61,73.96,73.94,跌下限 持仓不执行
signal2-model2,INFO-INFY,2020-12-14,-0.00340511152018497,0.0190412790691953,-0.0105573078708024,0.00424198559919643,-1157.4,15.66,1164.55,1167.95,15.66,15.67,73.88,73.95,
signal2-model2,INFO-INFY,2020-12-15,-0.00159896417781613,0.0186756071178967,-0.0110863128570496,0.00379464713042355,-1157.4,15.66,1154.6,1158.5,15.61,15.63,73.74,73.86,
signal2-model2,INFO-INFY,2020-12-16,-0.00741931034482746,0.0179948484555333,-0.0122336854063169,0.00288058152460822,-1157.4,15.66,1165.7,1160,15.66,15.69,73.83,73.76,
signal2-model2,INFO-INFY,2020-12-17,-0.00872139580743347,0.016759468592093,-0.0132982360327108,0.00173061627969108,-1157.4,15.66,1159.2,1166.35,16.21,15.75,73.75,73.83,
signal2-model2,INFO-INFY,2020-12-18,0.0115478849407784,0.0177357362152019,-0.0128046812404393,0.00246552748738129,-1157.4,15.66,1189.8,1182,16.22,16.18,73.84,73.76,
signal2-model2,INFO-INFY,2020-12-21,0.00599714261702644,0.0179406702228662,-0.0126914575474869,0.00262460633768963,-1157.4,15.66,1177.3,1189.9,15.93,15.91,74.16,73.8,
signal2-model2,INFO-INFY,2020-12-22,0.00272453310696119,0.0180094483870104,-0.0126056670163197,0.00270189068534538,-1157.4,15.66,1220.5,1178,16.58,16.39,74.28,74.15,
signal2-model2,INFO-INFY,2020-12-23,-0.00916175228287563,0.017147059322826,-0.0138021573068495,0.00167245100798825,-1157.4,15.66,1253.05,1242.95,16.59,16.9,74.09,74.28,
signal2-model2,INFO-INFY,2020-12-24,-0.0280751778656128,0.0186939528220728,-0.0181434201132301,0.000275266354421383,-1157.4,15.66,1236.05,1265,16.6,16.68,73.8,74.11,跌下限 持仓不执行
signal2-model2,INFO-INFY,2020-12-25,-0.0316885375494069,0.0198092250177541,-0.0227240483060045,-0.0014574116441252,-1157.4,15.66,1236.05,1265,16.6,16.68,73.86,73.79,跌下限 持仓不执行
signal2-model2,INFO-INFY,2020-12-28,-0.00844061906493709,0.0197783828699783,-0.0228790438494757,-0.00155033048974873,-1157.4,15.66,1240.3,1237.35,16.77,16.73,73.77,73.91,
signal2-model2,INFO-INFY,2020-12-29,-3.62166531930885e-05,0.0169448641320972,-0.0222821710634682,-0.00266865346568549,-1157.4,15.66,1250.3,1237,16.76,16.9,73.67,73.76,
signal2-model2,INFO-INFY,2020-12-30,-0.0146527256764307,0.0166917772683009,-0.0233356254897819,-0.00332192411074052,-1157.4,15.66,1246.8,1252.9,16.93,16.87,73.39,73.66,
signal2-model2,INFO-INFY,2020-12-31,-0.00027192276749799,0.0160014917122279,-0.0233977223749731,-0.00369811533137264,-1157.4,15.66,1255.8,1243,16.95,17.01,73.28,73.4,
signal2-model2,INFO-INFY,2021-01-01,-0.0135219826045516,0.0153349901646097,-0.0243344670451813,-0.00449973844028582,-1157.4,15.66,1260.45,1258.95,16.95,17.01,73.32,73.27,
signal2-model2,INFO-INFY,2021-01-04,-0.0230509140947514,0.0123410374368257,-0.0255387438387606,-0.00659885320096745,-1157.4,15.66,1288.25,1271.75,17.25,17.39,73.33,73.3,
signal2-model2,INFO-INFY,2021-01-05,-0.0134399375975039,0.0102532303277497,-0.0258526725376698,-0.00779972110496008,-1157.4,15.66,1293.8,1282,17.65,17.32,73.38,73.32,
signal2-model2,INFO-INFY,2021-01-06,-0.000707039537126364,0.00813857049064957,-0.0251553542126061,-0.00850839186097826,-1157.4,15.66,1282.1,1296.25,17.73,17.4,73.37,73.39,
signal2-model2,INFO-INFY,2021-01-07,0.00246895223420651,0.00903786500153624,-0.0250607429592046,-0.0080114389788342,-1157.4,15.66,1262.15,1298,17.55,17.36,73.7,73.39,
signal2-model2,INFO-INFY,2021-01-08,0.010633203125,0.0111508754766883,-0.024232864628706,-0.00654099457600885,-1157.4,15.66,1312.1,1280,18.59,18.07,73.63,73.71,
signal2-model2,INFO-INFY,2021-01-11,0.0197420460472395,0.0143766858756718,-0.025143959270947,-0.00538363669763762,0,0,1376.2,1342.1,18.76,18.68,73.8,73.62,上穿中线\开盘平\超上限\收盘平
signal2-model2,INFO-INFY,2021-01-12,0.00457213352685071,0.0149320721365167,-0.0250822357613253,-0.00507508181240428,0,0,1371.75,1378,18.6,18.92,73.43,73.79,
signal2-model2,INFO-INFY,2021-01-13,-0.00885486211901287,0.0148859907640084,-0.0251797095662355,-0.00514685940111355,0,0,1371.75,1378,18.6,18.92,73.45,73.43,
signal2-model2,2330-TSM,2020-10-21,0.110382809261301,0.118899739189632,0.0668986884994242,0.0928992138445281,0,0,453,453.5,87.64,88,28.474,28.527,
signal2-model2,2330-TSM,2020-10-22,0.109132888888889,0.11951398055147,0.0708566220429266,0.0951853012971982,0,0,455,450,88.21,88.44,28.521,28.475,
signal2-model2,2330-TSM,2020-10-23,0.0986189563318778,0.119202739271347,0.0741062226564711,0.0966544809639092,0,0,452,458,88.31,88.25,28.447,28.521,
signal2-model2,2330-TSM,2020-10-26,0.104554307692308,0.119392154235821,0.0769624323722348,0.0981772933040281,0,0,450,455,86.73,87.21,28.429,28.455,
signal2-model2,2330-TSM,2020-10-27,0.102081501675978,0.118401186836193,0.0812568391880162,0.0998290130121044,0,0,447,447.5,86.71,86.96,28.345,28.432,
signal2-model2,2330-TSM,2020-10-28,0.104587973033708,0.118378402057294,0.083658655416627,0.101018528736961,0,0,444,445,83.85,85.15,28.393,28.344,
signal2-model2,2330-TSM,2020-10-29,0.090799175257732,0.118179795393521,0.0843655238570444,0.101272659625283,0,0,437,436.5,84.89,84.27,28.385,28.392,
signal2-model2,2330-TSM,2020-10-30,0.102792974828375,0.118121009102534,0.0843324996169314,0.101226754359733,0,0,432,437,83.87,84.43,28.343,28.385,
signal2-model2,2330-TSM,2020-11-02,0.0980578060046189,0.113311357770274,0.0926424338327582,0.102976895801516,0,0,435.5,433,85.71,84.6,28.336,28.345,
signal2-model2,2330-TSM,2020-11-03,0.105200709897611,0.113418206850574,0.0936113014953344,0.103514754172954,0,0,441,439.5,87.69,86.19,28.405,28.336,
signal2-model2,2330-TSM,2020-11-04,0.120932688413948,0.115873827801034,0.093664305708108,0.104769066754571,0,0,450,444.5,89.45,88.72,28.386,28.41,超上限\收盘平
signal2-model2,2330-TSM,2020-11-05,0.124712403100775,0.118815543456591,0.0930913005848509,0.105953422020721,451.5,-90.42,451,451.5,90.43,90.42,28.35,28.385,超上限\收盘加仓美股
signal2-model2,2330-TSM,2020-11-06,0.126817424175824,0.121442635362133,0.0922018710968906,0.106822253229512,451.5,-90.42,452.5,455,91.41,89.81,28.398,28.348,超上限 持仓不执行
signal2-model2,2330-TSM,2020-11-09,0.133683585152838,0.125452568998118,0.0914420811290286,0.108447325063573,451.5,-90.42,458.5,458,89.03,92.2,28.451,28.401,超上限 持仓不执行
signal2-model2,2330-TSM,2020-11-10,0.120793154867257,0.126440342758046,0.0914552882321695,0.108947815495108,0,0,451,452,87.66,88.4,28.472,28.451,下穿中线\开盘平
signal2-model2,2330-TSM,2020-11-11,0.112979050167224,0.126615564849118,0.0915372727864849,0.109076418817801,0,0,457,448.5,90.88,89.5,28.47,28.472,
signal2-model2,2330-TSM,2020-11-12,0.117725857451404,0.127340378492479,0.0918039571689665,0.109572167830723,0,0,458,463,89.82,90.88,28.438,28.472,
signal2-model2,2330-TSM,2020-11-13,0.112985254901961,0.127039613622911,0.0917517929832758,0.109395703303093,0,0,462,459,93.22,91.54,28.355,28.438,
signal2-model2,2330-TSM,2020-11-16,0.124471208510638,0.128362905804927,0.0934919925132502,0.110927449159089,0,0,484,470,99.27,96.42,28.377,28.347,
signal2-model2,2330-TSM,2020-11-17,0.122304697211155,0.129310098440358,0.0950513442421838,0.112180721341271,0,0,485.5,502,95.71,97.98,28.39,28.377,
signal2-model2,2330-TSM,2020-11-18,0.109181236734694,0.129269684665351,0.0949716007645306,0.112120642714941,0,0,497,490,96.93,98.52,28.401,28.393,
signal2-model2,2330-TSM,2020-11-19,0.103409162324649,0.129207582606961,0.0944613301664967,0.111834456386729,0,0,490,499,96.61,96.77,28.443,28.402,
signal2-model2,2330-TSM,2020-11-20,0.130814086419753,0.13126735517428,0.0956210706079655,0.113444212891123,0,0,488,486,95.33,96.66,28.445,28.443,
signal2-model2,2330-TSM,2020-11-23,0.0976541031344793,0.131471716121589,0.0947266892048731,0.113099202663231,0,0,496.5,494.5,98.13,97.16,28.448,28.469,
signal2-model2,2330-TSM,2020-11-24,0.11791581981982,0.131903051585497,0.0958787855553498,0.113890918570423,0,0,492,499.5,96.64,98.49,28.393,28.452,
signal2-model2,2330-TSM,2020-11-25,0.108685317171717,0.131908641065204,0.0962829304894433,0.114095785777324,0,0,487,495,97.49,96.2,28.381,28.394,
signal2-model2,2330-TSM,2020-11-26,0.132239689161554,0.132955990292386,0.0993796326526434,0.116167811472515,0,0,489,489,97.49,96.2,28.39,28.396,
signal2-model2,2330-TSM,2020-11-27,0.135683507692308,0.13511424139154,0.100510434839883,0.117812338115711,487.5,-98.54,489,487.5,98.74,98.54,28.42,28.395,超上限\收盘加仓美股
signal2-model2,2330-TSM,2020-11-30,0.143581444219067,0.137963345018967,0.102213695033901,0.120088520026434,487.5,-98.54,480.5,493,97.02,97.56,28.505,28.549,超上限 持仓不执行
signal2-model2,2330-TSM,2020-12-01,0.129951011235955,0.138679803359821,0.103972266826881,0.121326035093351,0,0,490,489.5,100.86,98.69,28.477,28.505,下穿中线\开盘平
signal2-model2,2330-TSM,2020-12-02,0.150026114114114,0.142621724079827,0.102939688676892,0.122780706378359,499.5,-102,499,499.5,99.54,102,28.41,28.477,超上限\收盘加仓美股
signal2-model2,2330-TSM,2020-12-03,0.132384576576577,0.143259042222891,0.103069587881408,0.123164315052149,0,0,497,499.5,99.5,101.06,28.171,28.412,下穿中线\开盘平
signal2-model2,2330-TSM,2020-12-04,0.124459779338014,0.14310593260657,0.102986933013948,0.123046432810259,0,0,503,498.5,103.73,101.51,27.956,28.168,
signal2-model2,2330-TSM,2020-12-07,0.13272349609375,0.143000139644452,0.102996717070157,0.122998428357304,0,0,514,512,106.39,106.02,28.005,27.955,
signal2-model2,2330-TSM,2020-12-08,0.159319824902724,0.148311299580506,0.10153822413765,0.124924761859078,0,0,524,514,105.64,107.78,28.008,28.005,超上限\收盘平
signal2-model2,2330-TSM,2020-12-09,0.135802349328215,0.149324451493754,0.102807402140501,0.126065926817127,0,0,520,521,104.42,106.01,28.013,28.008,
signal2-model2,2330-TSM,2020-12-10,0.144860062622309,0.151301312734384,0.103543961416962,0.127422637075673,0,0,512,511,104.23,103,28.03,28.013,
signal2-model2,2330-TSM,2020-12-11,0.130804777562863,0.151658466242244,0.104968760175192,0.128313613208718,0,0,516,517,104.03,104.01,27.945,28.045,
signal2-model2,2330-TSM,2020-12-14,0.1349835546875,0.152245378936401,0.105433082098721,0.128839230517561,0,0,508,512,103.56,103.77,27.865,27.93,
signal2-model2,2330-TSM,2020-12-15,0.138342958579882,0.153135058375014,0.10614722879698,0.129641143585997,0,0,504,507,105.09,105.68,27.813,27.865,
signal2-model2,2330-TSM,2020-12-16,0.15590741453831,0.155876513290019,0.108078391662337,0.131977452476178,0,0,512,509,105.2,105.65,27.83,27.993,超上限\收盘平
signal2-model2,2330-TSM,2020-12-17,0.136977087378641,0.15535387434781,0.111957823109945,0.133655848728878,0,0,508,515,103.9,104.9,27.868,27.83,
signal2-model2,2330-TSM,2020-12-18,0.139954803149606,0.155885616245415,0.112340152885325,0.13411288456537,0,0,510,508,104.28,104,27.906,27.868,
signal2-model2,2330-TSM,2020-12-21,0.136692734375,0.153626305660821,0.118503326593971,0.136064816127396,0,0,516,512,104.83,103.56,27.95,27.905,
signal2-model2,2330-TSM,2020-12-22,0.14457161328125,0.153943366186599,0.120851845414337,0.137397605800468,0,0,509,512,103.94,105.07,27.98,27.951,
signal2-model2,2330-TSM,2020-12-23,0.144976850393701,0.15244625289773,0.125978112025404,0.139212182461567,0,0,509,508,103.76,104.67,27.973,27.98,
signal2-model2,2330-TSM,2020-12-24,0.136080626223092,0.152460165260217,0.126348293369071,0.139404229314644,0,0,510,511,105.97,104.76,27.94,27.975,
signal2-model2,2330-TSM,2020-12-25,0.152062957198444,0.153868923577086,0.126577480002815,0.140223201789951,0,0,511,514,105.97,104.76,27.958,27.94,
signal2-model2,2330-TSM,2020-12-28,0.1554869453125,0.155365672356419,0.126271281332826,0.140818476844622,0,0,515,512,106.15,107.6,27.923,27.914,超上限\收盘平
signal2-model2,2330-TSM,2020-12-29,0.151078233009709,0.156278224553988,0.127471451312632,0.14187483793331,0,0,515,515,105.56,107,27.963,27.923,
signal2-model2,2330-TSM,2020-12-30,0.144139472868217,0.15572233784206,0.127438673899971,0.141580505871015,0,0,525,516,108.9,107.7,27.877,27.964,
signal2-model2,2330-TSM,2020-12-31,0.154298593155894,0.157038945441518,0.128313467958444,0.142676206699981,0,0,530,526,109.04,109.66,27.965,27.877,
signal2-model2,2330-TSM,2021-01-01,0.159348106463878,0.15830226385815,0.130538982254398,0.144420623056274,0,0,530,526,109.04,109.66,27.959,27.963,超上限\收盘平
signal2-model2,2330-TSM,2021-01-04,0.150598309433962,0.158698115922477,0.131930611524093,0.145314363723285,0,0,536,530,111.7,111.47,27.959,27.963,
signal2-model2,2330-TSM,2021-01-05,0.165472798507463,0.159897652266425,0.131346372540619,0.145622012403522,0,0,542,536,112.77,112.41,27.959,27.963,超上限\收盘平
signal2-model2,2330-TSM,2021-01-06,0.13635585945946,0.159881379891093,0.131417995929075,0.145649687910084,0,0,549,555,115.61,113.85,27.959,27.963,
signal2-model2,2330-TSM,2021-01-07,0.165908068592058,0.162464204797997,0.130939971619146,0.146702088208571,0,0,565,554,121.43,119.34,27.888,27.935,超上限\收盘平
signal2-model2,2330-TSM,2021-01-08,0.167737875862069,0.164761134004233,0.13233635224283,0.148548743123532,580,-125.91,580,580,118.69,125.91,27.858,27.888,超上限\收盘加仓美股
signal2-model2,2330-TSM,2021-01-11,0.145553916811092,0.16461595450832,0.133538567951103,0.149077261229711,0,0,584,577,122.6,119.74,27.908,27.845,下穿中线\开盘平
signal2-model2,2330-TSM,2021-01-12,0.173763567753002,0.167952228076387,0.133744355300348,0.150848291688367,0,0,591,583,123,125.16,27.864,27.908,超上限\收盘平
signal2-model2,2330-TSM,2021-01-13,0.17573653516295,0.170827598675917,0.132851896763281,0.151839747719599,0,0,591,583,123,125.16,28.093,27.864,超上限\收盘平
signal2-model2,ICICIBC-IBN,2020-10-21,0.00778653846153854,0.029167625409171,-0.00389656551903479,0.0126355299450681,0,0,420.3,416,11.46,11.46,73.89,73.68,
signal2-model2,ICICIBC-IBN,2020-10-22,0.0155665627248742,0.0291040661827643,-0.00391863044265547,0.0125927178700544,0,0,412.9,416.9,11.35,11.35,73.86,73.89,
signal2-model2,ICICIBC-IBN,2020-10-23,0.00764656415185017,0.0286683847275924,-0.00438288884559048,0.012142747941001,0,0,416.95,416.2,11.47,11.46,74.06,73.9,
signal2-model2,ICICIBC-IBN,2020-10-26,0.0150077834989824,0.0289278917334795,-0.00413962603642999,0.0123941328485248,0,0,404.45,417.55,11.08,11.12,74.16,73.9,
signal2-model2,ICICIBC-IBN,2020-10-27,0.015563959955506,0.029047553166299,-0.00253618356991876,0.0132556847981901,0,0,409.95,404.55,11.16,11.19,74.02,74.16,
signal2-model2,ICICIBC-IBN,2020-10-28,-0.0047431325301206,0.029423365394081,-0.0035794471145192,0.0129219591397809,0,0,396.05,415,10.56,10.74,74.45,74.02,跌下限\收盘平
signal2-model2,ICICIBC-IBN,2020-10-29,0.00382022471910126,0.0292966009286193,-0.00426546827205317,0.0125155663282831,0,0,399.9,391.6,10.67,10.68,74.53,74.45,
signal2-model2,ICICIBC-IBN,2020-10-30,-0.0076926628400299,0.0212148693243142,-0.00204232605014608,0.00958627163708408,0,0,392.6,400.7,10.55,10.62,74.7,74.53,跌下限\收盘平
signal2-model2,ICICIBC-IBN,2020-11-02,-0.0535359712230216,0.0303003568925804,-0.0178186259988354,0.00624086544687248,-417,11.27,417.45,417,11.56,11.27,74.69,74.82,跌下限\收盘加仓美股
signal2-model2,ICICIBC-IBN,2020-11-03,0.0176996699669969,0.0303191866603678,-0.0178196800049829,0.00624975332769245,-417,11.27,443.85,424.2,11.97,12.22,74.85,74.69,
signal2-model2,ICICIBC-IBN,2020-11-04,0.0244163045963868,0.0316702021538152,-0.0178898085136137,0.00689019682010077,-417,11.27,437.05,437.3,12,11.8,74.42,74.85,
signal2-model2,ICICIBC-IBN,2020-11-05,0.00540540540540557,0.0309797993986583,-0.0182098782049292,0.00638496059686455,-417,11.27,438.5,444,12.1,11.96,74.14,74.4,
signal2-model2,ICICIBC-IBN,2020-11-06,0.0196783725423344,0.0306444387991967,-0.0181510318695048,0.00624670346484592,-417,11.27,442.8,439.95,12.13,12.2,74.2,74.15,
signal2-model2,ICICIBC-IBN,2020-11-09,0.00372239536954599,0.0307452219098237,-0.0179018388940121,0.00642169150790578,-417,11.27,462.7,449.2,13.44,13.29,74.18,74.34,
signal2-model2,ICICIBC-IBN,2020-11-10,0.0674295503211992,0.0409734498999837,-0.0226008195213749,0.0091863151893044,0,0,483.85,467,13.25,13.29,74.49,74.18,上穿中线\开盘平\超上限\收盘平
signal2-model2,ICICIBC-IBN,2020-11-11,0.0187048503611971,0.0412318964086739,-0.0225322035488103,0.0093498464299318,0,0,486.55,484.5,13.2,13.28,74.64,74.5,
signal2-model2,ICICIBC-IBN,2020-11-12,0.0230274086378737,0.0424188553512576,-0.0219009056570907,0.0102589748470835,0,0,476.7,481.6,12.87,12.94,74.86,74.65,
signal2-model2,ICICIBC-IBN,2020-11-13,0.00765638075313779,0.042053167364019,-0.0222173979608499,0.00991788470158459,0,0,485.55,478,13.18,13.14,74.74,74.85,
signal2-model2,ICICIBC-IBN,2020-11-16,0.00561906706134518,0.0419755068487561,-0.0223435393123092,0.00981598376822346,0,0,486.9,489.85,13.45,13.43,74.6,74.75,
signal2-model2,ICICIBC-IBN,2020-11-17,0.0226661569826707,0.0431290292952373,-0.0215844864035599,0.0107722714458387,0,0,486.4,490.5,13.43,13.21,74.69,74.59,
signal2-model2,ICICIBC-IBN,2020-11-18,0.0256510224948874,0.0443798683830335,-0.0210488770880212,0.0116654956475061,0,0,497.65,489,13.27,13.54,74.43,74.69,
signal2-model2,ICICIBC-IBN,2020-11-19,0.0078429591836735,0.0439871913060019,-0.0214285603651097,0.0112793154704461,0,0,478.75,490,13.03,13.04,74.31,74.43,
signal2-model2,ICICIBC-IBN,2020-11-20,0.0114481353807583,0.0441521135836456,-0.0212133255198626,0.0114693940318915,0,0,480.2,478.65,12.95,13.05,74.32,74.31,
signal2-model2,ICICIBC-IBN,2020-11-23,-0.00119966791199688,0.0435851408450221,-0.022267097922337,0.0106590214613425,0,0,468.25,481.8,12.81,12.77,74.46,74.32,
signal2-model2,ICICIBC-IBN,2020-11-24,0.00820196575776788,0.0431797393282007,-0.0225978958252894,0.0102909217514556,0,0,478.2,473.1,13.2,13.11,74.18,74.47,
signal2-model2,ICICIBC-IBN,2020-11-25,0.0136397515527951,0.0436790606001197,-0.0212589286889168,0.0112100659556014,0,0,472.7,483,13,12.95,74.03,74.18,
signal2-model2,ICICIBC-IBN,2020-11-26,0.0147511598481653,0.0441378744582601,-0.0206246490341509,0.0117566127120546,0,0,475.3,474.2,13,12.95,74.06,74.03,
signal2-model2,ICICIBC-IBN,2020-11-27,0.0121740958788898,0.0443953948701577,-0.0188954935741565,0.0127499506480006,0,0,473.35,475.6,13,13.07,74.18,74.06,
signal2-model2,ICICIBC-IBN,2020-11-30,0.0146341463414632,0.0374661371341164,-0.00514922408166669,0.0161584565262248,0,0,473.35,475.6,12.86,12.92,74.26,74.24,
signal2-model2,ICICIBC-IBN,2020-12-01,-0.0114041407867495,0.0379128487970998,-0.00850631682002474,0.0147032659885375,-483,13.26,485.1,483,13.39,13.26,73.67,74.26,跌下限\收盘加仓美股
signal2-model2,ICICIBC-IBN,2020-12-02,0.0129108829568789,0.0370868530839244,-0.00883086327080016,0.0141279949065621,-483,13.26,480.45,487,13.27,13.17,73.9,73.68,
signal2-model2,ICICIBC-IBN,2020-12-03,0.0488267379679144,0.0417846441970472,-0.0091865211276721,0.0162990615346876,0,0,481.85,467.5,13.16,13.3,74.06,73.9,上穿中线\开盘平\超上限\收盘平
signal2-model2,ICICIBC-IBN,2020-12-04,0.00604933429662502,0.0412984136553491,-0.0100631944105449,0.0156176096224021,0,0,502.05,484.45,13.83,13.73,74.02,74.07,
signal2-model2,ICICIBC-IBN,2020-12-07,0.0152333862328904,0.0415304933103296,-0.00914417497919093,0.0161931591655693,0,0,510.45,504.1,13.95,13.86,74.04,74.01,
signal2-model2,ICICIBC-IBN,2020-12-08,0.00924174320891136,0.0310820864277111,-0.0045145488078012,0.0132837688099549,0,0,508.4,511.7,13.87,13.87,73.92,74.04,
signal2-model2,ICICIBC-IBN,2020-12-09,0.00543901960784288,0.0304963151348485,-0.00525536059027406,0.0126204772722872,0,0,511.5,510,13.97,14.01,73.96,73.94,
signal2-model2,ICICIBC-IBN,2020-12-10,0.0168873253296595,0.029881991112193,-0.00525504489843995,0.0123134731068765,0,0,506.95,508.1,13.91,13.88,73.94,73.97,
signal2-model2,ICICIBC-IBN,2020-12-11,0.0113130776794494,0.0299927015983019,-0.00500008569191772,0.0124963079531921,0,0,515.45,508.5,14.1,14.05,73.96,73.94,
signal2-model2,ICICIBC-IBN,2020-12-14,0.00792170130497816,0.0300174645530755,-0.00479458522232796,0.0126114396653737,0,0,525.8,517.25,14.29,14.42,73.88,73.95,
signal2-model2,ICICIBC-IBN,2020-12-15,0.00539093160602011,0.0289350161137317,-0.0054396593206493,0.0117476783965412,0,0,518.05,524.9,14.33,14.2,73.74,73.86,
signal2-model2,ICICIBC-IBN,2020-12-16,0.0162299778867419,0.027840656616142,-0.00528740428387412,0.0112766261661339,0,0,512.45,520.05,14.17,14.16,73.83,73.76,
signal2-model2,ICICIBC-IBN,2020-12-17,0.0176761673151751,0.0284190590736298,-0.00488248592821181,0.011768286572709,0,0,510.4,514,14.08,14.13,73.75,73.83,
signal2-model2,ICICIBC-IBN,2020-12-18,0.00887973576840873,0.0283187484675974,-0.00503901528341432,0.0116398665920915,0,0,517.15,514.7,14.12,14.17,73.84,73.76,
signal2-model2,ICICIBC-IBN,2020-12-21,0.0109196740395807,0.0283036886391526,-0.0038120212598118,0.0122458336896704,0,0,494.5,515.4,13.68,13.52,74.16,73.8,
signal2-model2,ICICIBC-IBN,2020-12-22,0.0244112300545345,0.0295453365336228,-0.0034327427246053,0.0130562969045088,0,0,500.3,495.1,13.66,13.74,74.28,74.15,
signal2-model2,ICICIBC-IBN,2020-12-23,0.0166981963927857,0.029742924073472,-0.00332448578045546,0.0132092191465083,0,0,503.6,499,13.87,13.78,74.09,74.28,
signal2-model2,ICICIBC-IBN,2020-12-24,0.0133139787066248,0.029662217507843,-0.00338749732898052,0.0131373600894313,0,0,513.55,507.2,13.99,14.08,73.8,74.11,
signal2-model2,ICICIBC-IBN,2020-12-25,0.0176676853312303,0.030001578235619,-0.00317749911152248,0.0134120395620483,0,0,513.55,507.2,13.99,14.08,73.86,73.79,
signal2-model2,ICICIBC-IBN,2020-12-28,0.00106583405944427,0.0298215332285933,-0.00435428533269859,0.0127336239479473,0,0,520.1,516.45,14.26,14.22,73.77,73.91,
signal2-model2,ICICIBC-IBN,2020-12-29,0.00594644223412422,0.0286568317908844,-0.00145452559290239,0.013601153098991,0,0,528.8,522.8,14.56,14.51,73.67,73.76,
signal2-model2,ICICIBC-IBN,2020-12-30,0.0068434096883212,0.0285229888932303,-0.00192743002210403,0.0132977794355631,0,0,528.75,532.6,14.66,14.56,73.39,73.66,
signal2-model2,ICICIBC-IBN,2020-12-31,0.0149443501226185,0.0203126720448104,0.00289464804178632,0.0116036600432983,0,0,535.05,530.1,14.86,14.78,73.28,73.4,
